sample_id,entity_id,sample_thickness,depth_sample,mineralogy,arag_corr
508058,903,0.05,17.2499999999998,calcite,not applicable
508059,903,0.05,17.2999999999998,calcite,not applicable
508060,903,0.05,17.3499999999998,calcite,not applicable
508061,903,0.05,17.3999999999998,calcite,not applicable
508062,903,0.05,17.4499999999998,calcite,not applicable
508063,903,0.05,17.4999999999998,calcite,not applicable
508064,903,0.05,17.5499999999998,calcite,not applicable
508065,903,0.05,17.5999999999998,calcite,not applicable
508066,903,0.05,17.6499999999998,calcite,not applicable
508067,903,0.05,17.6999999999998,calcite,not applicable
508068,903,0.05,17.7499999999998,calcite,not applicable
508069,903,0.05,17.7999999999998,calcite,not applicable
508070,903,0.05,17.8499999999998,calcite,not applicable
508071,903,0.05,17.8999999999998,calcite,not applicable
508072,903,0.05,17.9499999999998,calcite,not applicable
508073,903,0.05,17.9999999999998,calcite,not applicable
508074,903,0.05,18.0499999999998,calcite,not applicable
508075,903,0.05,18.0999999999998,calcite,not applicable
508076,903,0.05,18.1499999999998,calcite,not applicable
508077,903,0.05,18.1999999999998,calcite,not applicable
508078,903,0.05,18.2499999999998,calcite,not applicable
508079,903,0.05,18.2999999999998,calcite,not applicable
508080,903,0.05,18.3499999999998,calcite,not applicable
508081,903,0.05,18.3999999999998,calcite,not applicable
508082,903,0.05,18.4499999999998,calcite,not applicable
508083,903,0.05,18.4999999999998,calcite,not applicable
508084,903,0.05,18.5499999999998,calcite,not applicable
508085,903,0.05,18.5999999999998,calcite,not applicable
508086,903,0.05,18.6499999999998,calcite,not applicable
508087,903,0.05,18.6999999999998,calcite,not applicable
508088,903,0.05,18.7499999999998,calcite,not applicable
508089,903,0.05,18.7999999999998,calcite,not applicable
508090,903,0.05,18.8499999999998,calcite,not applicable
508091,903,0.05,18.8999999999998,calcite,not applicable
508092,903,0.05,18.9499999999998,calcite,not applicable
508093,903,0.05,18.9999999999998,calcite,not applicable
508094,903,0.05,19.0499999999998,calcite,not applicable
508095,903,0.05,19.0999999999998,calcite,not applicable
508096,903,0.05,19.1499999999998,calcite,not applicable
508097,903,0.05,19.1999999999998,calcite,not applicable
508098,903,0.05,19.2499999999998,calcite,not applicable
508099,903,0.05,19.2999999999998,calcite,not applicable
508100,903,0.05,19.3499999999998,calcite,not applicable
508101,903,0.05,19.3999999999998,calcite,not applicable
508102,903,0.05,19.4499999999998,calcite,not applicable
508103,903,0.05,19.4999999999998,calcite,not applicable
508104,903,0.05,19.5499999999998,calcite,not applicable
508105,903,0.05,19.5999999999998,calcite,not applicable
508106,903,0.05,19.6499999999998,calcite,not applicable
508107,903,0.05,19.6999999999998,calcite,not applicable
508108,903,0.05,19.7499999999998,calcite,not applicable
508109,903,0.05,19.7999999999998,calcite,not applicable
508110,903,0.05,19.8499999999998,calcite,not applicable
508111,903,0.05,19.8999999999998,calcite,not applicable
508112,903,0.05,19.9499999999998,calcite,not applicable
508113,903,0.05,19.9999999999998,calcite,not applicable
508114,903,0.05,20.0499999999998,calcite,not applicable
508115,903,0.05,20.0999999999998,calcite,not applicable
508116,903,0.05,20.1499999999998,calcite,not applicable
508117,903,0.05,20.1999999999998,calcite,not applicable
508118,903,0.05,20.2499999999998,calcite,not applicable
508119,903,0.05,20.2999999999998,calcite,not applicable
508120,903,0.05,20.3499999999998,calcite,not applicable
508121,903,0.05,20.3999999999998,calcite,not applicable
508122,903,0.05,20.4499999999998,calcite,not applicable
508123,903,0.05,20.4999999999998,calcite,not applicable
508124,903,0.05,20.5499999999998,calcite,not applicable
508125,903,0.05,20.5999999999998,calcite,not applicable
508126,903,0.05,20.6499999999998,calcite,not applicable
508127,903,0.05,20.6999999999998,calcite,not applicable
508128,903,0.05,20.7499999999997,calcite,not applicable
508129,903,0.05,20.7999999999997,calcite,not applicable
508130,903,0.05,20.8499999999997,calcite,not applicable
508131,903,0.05,20.8999999999997,calcite,not applicable
508132,903,0.05,20.9499999999997,calcite,not applicable
508133,903,0.05,20.9999999999997,calcite,not applicable
508134,903,0.05,21.0499999999997,calcite,not applicable
508135,903,0.05,21.0999999999997,calcite,not applicable
508136,903,0.05,21.1499999999997,calcite,not applicable
508137,903,0.05,21.1999999999997,calcite,not applicable
508138,903,0.05,21.2499999999997,calcite,not applicable
508139,903,0.05,21.2999999999997,calcite,not applicable
508140,903,0.05,21.3499999999997,calcite,not applicable
508141,903,0.05,21.3999999999997,calcite,not applicable
508142,903,0.05,21.4499999999997,calcite,not applicable
508143,903,0.05,21.4999999999997,calcite,not applicable
508144,903,0.05,21.5499999999997,calcite,not applicable
508145,903,0.05,21.5999999999997,calcite,not applicable
508146,903,0.05,21.6499999999997,calcite,not applicable
508147,903,0.05,21.6999999999997,calcite,not applicable
508148,903,0.05,21.7499999999997,calcite,not applicable
508149,903,0.05,21.7999999999997,calcite,not applicable
508150,903,0.05,21.8499999999997,calcite,not applicable
508151,903,0.05,21.8999999999997,calcite,not applicable
508152,903,0.05,21.9499999999997,calcite,not applicable
508153,903,0.05,21.9999999999997,calcite,not applicable
508154,903,0.05,22.0499999999997,calcite,not applicable
508155,903,0.05,22.0999999999997,calcite,not applicable
508156,903,0.05,22.1499999999997,calcite,not applicable
508157,903,0.05,22.1999999999997,calcite,not applicable
508158,903,0.05,22.2499999999997,calcite,not applicable
508159,903,0.05,22.2999999999997,calcite,not applicable
508160,903,0.05,22.3499999999997,calcite,not applicable
508161,903,0.05,22.3999999999997,calcite,not applicable
508162,903,0.05,22.4499999999997,calcite,not applicable
508163,903,0.05,22.4999999999997,calcite,not applicable
508164,903,0.05,22.5499999999997,calcite,not applicable
508165,903,0.05,22.5999999999997,calcite,not applicable
508166,903,0.05,22.6499999999997,calcite,not applicable
508167,903,0.05,22.6999999999997,calcite,not applicable
508168,903,0.05,22.7499999999997,calcite,not applicable
508169,903,0.05,22.7999999999997,calcite,not applicable
508170,903,0.05,22.8499999999997,calcite,not applicable
508171,903,0.05,22.8999999999997,calcite,not applicable
508172,903,0.05,22.9499999999997,calcite,not applicable
508173,903,0.05,22.9999999999997,calcite,not applicable
508174,903,0.05,23.0499999999997,calcite,not applicable
508175,903,0.05,23.0999999999997,calcite,not applicable
508176,903,0.05,23.1499999999997,calcite,not applicable
508177,903,0.05,23.1999999999997,calcite,not applicable
508178,903,0.05,23.2499999999997,calcite,not applicable
508179,903,0.05,23.2999999999997,calcite,not applicable
508180,903,0.05,23.3499999999997,calcite,not applicable
508181,903,0.05,23.3999999999997,calcite,not applicable
508182,903,0.05,23.4499999999997,calcite,not applicable
508183,903,0.05,23.4999999999997,calcite,not applicable
508184,903,0.05,23.5499999999997,calcite,not applicable
508185,903,0.05,23.5999999999997,calcite,not applicable
508186,903,0.05,23.6499999999997,calcite,not applicable
508187,903,0.05,23.6999999999997,calcite,not applicable
508188,903,0.05,23.7499999999997,calcite,not applicable
508189,903,0.05,23.7999999999997,calcite,not applicable
508190,903,0.05,23.8499999999997,calcite,not applicable
508191,903,0.05,23.8999999999997,calcite,not applicable
508192,903,0.05,23.9499999999997,calcite,not applicable
508193,903,0.05,23.9999999999997,calcite,not applicable
508194,903,0.05,24.0499999999997,calcite,not applicable
508195,903,0.05,24.0999999999997,calcite,not applicable
508196,903,0.05,24.1499999999997,calcite,not applicable
508197,903,0.05,24.1999999999997,calcite,not applicable
508198,903,0.05,24.2499999999997,calcite,not applicable
508199,903,0.05,24.2999999999997,calcite,not applicable
508200,903,0.05,24.3499999999997,calcite,not applicable
508201,903,0.05,24.4,calcite,not applicable
508202,903,0.05,24.45,calcite,not applicable
508203,903,0.05,24.5,calcite,not applicable
508204,903,0.05,24.55,calcite,not applicable
508205,903,0.05,24.6,calcite,not applicable
508206,903,0.05,24.65,calcite,not applicable
508207,903,0.05,24.7,calcite,not applicable
508208,903,0.05,24.75,calcite,not applicable
508209,903,0.05,24.8,calcite,not applicable
508210,903,0.05,24.85,calcite,not applicable
508211,903,0.05,24.9,calcite,not applicable
508212,903,0.05,24.95,calcite,not applicable
508213,903,0.05,25.0,calcite,not applicable
508214,903,0.05,25.05,calcite,not applicable
508215,903,0.05,25.1,calcite,not applicable
508216,903,0.05,25.15,calcite,not applicable
508217,903,0.05,25.2,calcite,not applicable
508218,903,0.05,25.25,calcite,not applicable
508219,903,0.05,25.3,calcite,not applicable
508220,903,0.05,25.35,calcite,not applicable
508221,903,0.05,25.4,calcite,not applicable
508222,903,0.05,25.45,calcite,not applicable
508223,903,0.05,25.5,calcite,not applicable
508224,903,0.05,25.55,calcite,not applicable
508225,903,0.05,25.6,calcite,not applicable
508226,903,0.05,25.65,calcite,not applicable
508227,903,0.05,25.7,calcite,not applicable
508228,903,0.05,25.75,calcite,not applicable
508229,903,0.05,25.8,calcite,not applicable
508230,903,0.05,25.85,calcite,not applicable
508231,903,0.05,25.9,calcite,not applicable
508232,903,0.05,25.95,calcite,not applicable
508233,903,0.05,26.0,calcite,not applicable
508234,903,0.05,26.05,calcite,not applicable
508235,903,0.05,26.1,calcite,not applicable
508236,903,0.05,26.15,calcite,not applicable
508237,903,0.05,26.2,calcite,not applicable
508238,903,0.05,26.25,calcite,not applicable
508239,903,0.05,26.3,calcite,not applicable
508240,903,0.05,26.35,calcite,not applicable
508241,903,0.05,26.4,calcite,not applicable
508242,903,0.05,26.45,calcite,not applicable
508243,903,0.05,26.5,calcite,not applicable
508244,903,0.05,26.55,calcite,not applicable
508245,903,0.05,26.6,calcite,not applicable
508246,903,0.05,26.65,calcite,not applicable
508247,903,0.05,26.7,calcite,not applicable
508248,903,0.05,26.75,calcite,not applicable
508249,903,0.05,26.8,calcite,not applicable
508250,903,0.05,26.85,calcite,not applicable
508251,903,0.05,26.9,calcite,not applicable
508252,903,0.05,26.95,calcite,not applicable
508253,903,0.05,27.0,calcite,not applicable
508254,903,0.05,27.05,calcite,not applicable
508255,903,0.05,27.1,calcite,not applicable
508256,903,0.05,27.15,calcite,not applicable
508257,903,0.05,27.2,calcite,not applicable
508258,903,0.05,27.25,calcite,not applicable
508259,903,0.05,27.3,calcite,not applicable
508260,903,0.05,27.35,calcite,not applicable
508261,903,0.05,27.4,calcite,not applicable
508262,903,0.2,27.6,calcite,not applicable
508263,903,0.2,27.8,calcite,not applicable
508264,903,0.2,28.0,calcite,not applicable
508265,903,0.2,28.2,calcite,not applicable
508266,903,0.2,28.4,calcite,not applicable
508267,903,0.2,28.6,calcite,not applicable
508268,903,0.2,28.8,calcite,not applicable
508269,903,0.2,29.0,calcite,not applicable
508270,903,0.2,29.2,calcite,not applicable
508271,903,0.2,29.4,calcite,not applicable
508272,903,0.2,29.6,calcite,not applicable
508273,903,0.2,29.8,calcite,not applicable
508274,903,0.2,30.0,calcite,not applicable
508275,903,0.2,30.2,calcite,not applicable
508276,903,0.2,30.4,calcite,not applicable
508277,903,0.2,30.6,calcite,not applicable
508278,903,0.2,30.8,calcite,not applicable
508279,903,0.2,31.0,calcite,not applicable
508280,903,0.2,31.2,calcite,not applicable
508281,903,0.2,31.4,calcite,not applicable
508282,903,0.2,31.6,calcite,not applicable
508283,903,0.2,31.8,calcite,not applicable
508284,903,0.2,32.0,calcite,not applicable
508285,903,0.2,32.2,calcite,not applicable
508286,903,0.2,32.4,calcite,not applicable
508287,903,0.2,32.6,calcite,not applicable
508288,903,0.2,32.8,calcite,not applicable
508289,903,0.2,33.0,calcite,not applicable
508290,903,0.2,33.2,calcite,not applicable
508291,903,0.2,33.4,calcite,not applicable
508292,903,0.2,33.6,calcite,not applicable
508293,903,0.2,33.8,calcite,not applicable
508294,903,0.2,34.0,calcite,not applicable
508295,903,0.2,34.2,calcite,not applicable
508296,903,0.2,34.4,calcite,not applicable
508297,903,0.2,34.6,calcite,not applicable
508298,903,0.2,34.8,calcite,not applicable
508299,903,0.2,35.0,calcite,not applicable
508300,903,0.2,35.2,calcite,not applicable
508301,903,0.2,35.4,calcite,not applicable
508302,903,0.2,35.6,calcite,not applicable
508303,903,0.2,35.8,calcite,not applicable
508304,903,0.2,36.0,calcite,not applicable
508305,903,0.2,36.2,calcite,not applicable
508306,903,0.2,36.4,calcite,not applicable
508307,903,0.2,36.6,calcite,not applicable
508308,903,0.2,36.8,calcite,not applicable
508309,903,0.2,37.0,calcite,not applicable
508310,903,0.2,37.2,calcite,not applicable
508311,903,0.2,37.4,calcite,not applicable
508312,903,0.2,37.6,calcite,not applicable
508313,903,0.2,37.8,calcite,not applicable
508314,903,0.2,38.0,calcite,not applicable
508315,903,0.2,38.2,calcite,not applicable
508316,903,0.2,38.4,calcite,not applicable
508317,903,0.2,38.6,calcite,not applicable
508318,903,0.2,38.8,calcite,not applicable
508319,903,0.2,39.0,calcite,not applicable
508320,903,0.2,39.2000000000001,calcite,not applicable
508321,903,0.2,39.4,calcite,not applicable
508322,903,0.2,39.6000000000001,calcite,not applicable
