sample_id,lin_interp_age,lin_interp_age_uncert_pos,lin_interp_age_uncert_neg,lin_reg_age,lin_reg_age_uncert_pos,lin_reg_age_uncert_neg,Bchron_age,Bchron_age_uncert_pos,Bchron_age_uncert_neg,Bacon_age,Bacon_age_uncert_pos,Bacon_age_uncert_neg,OxCal_age,OxCal_age_uncert_pos,OxCal_age_uncert_neg,copRa_age,copRa_age_uncert_pos,copRa_age_uncert_neg,StalAge_age,StalAge_age_uncert_pos,StalAge_age_uncert_neg
456666,127072.247606454,684.107243831182,762.259296100077,125731.067957833,299.312560373975,303.272999601992,,,,127856.912,590.242800000007,525.815999999992,,,,127258.019624808,717.423840060015,702.762057025742,126925.206813096,1614.05207398403,417.196253822782
456667,127229.715834485,622.70667692415,695.618286115423,125813.355865103,297.193147564758,301.068609877242,,,,127920.299,592.111999999994,523.346812500007,,,,127441.232436489,649.006368726739,635.076404485168,127165.141402236,1568.75316733436,405.868181102938
456668,127382.617898448,576.956184466238,630.986172418736,125894.910786859,296.366822063224,298.40076912551,,,,127985.5365,596.837499999994,524.486000000004,,,,127613.693659649,601.699409019144,582.462975927861,127401.691946812,1411.87671943217,393.417060838401
456669,127538.900740214,527.035525526589,581.502861116984,125978.053105892,293.142219583809,299.394293614081,,,,128049.59175,602.745249999993,530.938500000004,,,,127785.86029089,558.465285246799,561.679380971866,127630.014137729,1217.75078705054,380.157923808219
456670,127686.171619813,499.081136965673,524.679816535223,126059.567929687,292.071510960581,295.855655090432,,,,128114.2125,608.087500000009,533.024999999994,,,,127928.310934438,551.148497491566,534.821037983274,127845.263665888,1013.97629690212,366.405800791414
456671,127838.756358813,486.685108087666,498.629816820147,126141.727685316,290.037373310799,293.070905599379,,,,128176.373375,615.889624999996,532.342499999999,,,,128059.682682599,534.713913571468,534.198205854627,128042.596222192,816.643740597559,352.475722567018
456672,127993.370549308,477.220112167997,493.77747842198,126222.864212858,289.150552738749,290.061671657575,,,,128239.07075,623.155250000011,534.364949999988,,,,128161.347967199,532.135972958553,527.930043348257,128217.167497545,642.072465244622,338.682719914083
456673,128152.532025477,478.807558330358,512.109954812258,126304.263621565,287.719577903525,288.371474982516,,,,128301.315875,630.873125000013,535.58557499999,,,,128246.154742535,531.896880922446,527.835587511625,128364.13318285,495.106779940441,325.341823611641
456674,128307.48417213,491.207864582786,540.263443450662,126387.115272953,287.190062644266,288.046284643526,,,,128364.92,637.232000000004,536.746199999994,,,,128307.426113606,512.317437823338,517.633337654785,128478.648969008,380.590993782127,312.768064438744
456675,128329.871138122,478.913272223843,514.391130238859,126468.74354567,284.882718054389,285.910922935829,,,,128429.423125,642.691875000004,542.097374999998,,,,128349.345376943,490.282904381893,500.327728295582,128557.683154032,301.556808757552,301.206853673531
456676,128354.64937812,463.1213252507,499.626610041683,126550.185332386,284.418363392106,283.982308280232,,,,128493.46925,648.608749999985,542.299950000015,,,,128389.398150878,473.636761492395,479.783824829457,128587.641877082,271.598085708189,272.812537299949
456677,128382.767367217,445.290049458839,486.337814098137,126632.504384016,283.136201229092,283.777816102782,,,,128554.36825,657.672749999998,542.574787499994,,,,128428.228768142,460.661138073003,458.025652329452,128598.911761689,260.328201101162,259.693140096744
456678,128407.274528553,432.045917235359,468.03424099274,126714.245897745,282.601416309612,283.2637670197,,,,128617.6605,664.343500000017,543.047649999993,,,,128463.840663786,447.001250130736,437.016478807374,128600.581542512,258.658420277905,255.227727898251
456679,128433.429253698,430.767631248833,456.502314173544,126796.423492963,281.051130143736,281.824126614621,,,,128690.315,661.652000000002,555.447525000011,,,,128500.679811903,429.165876566913,427.538186131307,128601.058642346,261.136290358903,255.704827732174
456680,128456.69736724,421.379750735417,436.67866533804,126878.472006502,280.214639613332,281.861229443646,,,,128763.85,658.079999999987,566.739499999996,,,,128532.314266152,411.96648965402,412.465110672652,128601.53574218,265.782653937888,256.181927566082
456681,128480.1042546,409.812405990524,415.981767621313,126960.00374078,279.396423746337,281.667573598475,,,,128833.18475,658.708249999996,573.7651625,,,,128564.678394414,405.413725722974,404.926082299091,128602.012842014,271.6824065986,256.65902739999
456682,128507.758577606,398.002329885217,401.001951081591,127040.707193485,279.439735940308,279.256825766293,,,,128896.88,664.975999999995,577.526799999992,,,,128598.741674633,393.767691861824,394.554373062623,128602.489941848,277.92044392477,257.136127233898
456683,128530.942710656,379.12405582692,383.601029998623,127122.293376082,277.490325381747,278.342733516765,,,,128960.51925,668.921999999991,580.237612500016,,,,128626.632888046,389.887678760337,385.502780026058,128602.967041682,283.752691526315,256.069031577616
456684,128555.982530203,376.499610232029,374.652624729613,127203.82787627,276.201032357858,278.466135829687,,,,129023.25275,670.289749999996,581.297974999994,,,,128655.17693087,389.15926271661,385.608862274763,128603.444141516,289.119195117804,250.549158508118
456685,128580.755209308,369.593959124672,366.28422070478,127286.353530897,273.409359766621,277.448462976608,,,,129085.72875,671.914999999994,580.718750000015,,,,128681.120718403,383.225911425558,380.917189627769,128610.041055936,288.011215853243,244.486245254171
456686,128607.900556329,361.445985508035,363.307071468735,127368.52063633,272.222349432574,276.525231243038,,,,129149.4705,672.274499999985,580.313200000019,,,,128704.728954894,386.850828440132,376.347024343762,128619.500328426,283.797285990557,229.511144184376
456687,128632.923273285,355.943547061252,363.544466064501,127449.980794464,272.225498944288,275.171045154493,,,,129211.95375,673.892500000002,584.205300000001,,,,128731.37240218,384.730566171667,387.006948590817,128630.950001638,277.460438618175,212.99157090974
456688,128659.184456845,349.524000446079,360.671217882191,127532.11884583,271.325583293161,273.940777059703,,,,129274.916,675.031500000012,591.219349999985,,,,128753.907176827,387.162020487667,389.885075013008,128655.702441215,257.799383833495,208.030118373455
