sample_id,d13C_measurement,d13C_precision
457524,-6.74390431950721,0.08
457525,-6.81054852194025,0.08
457526,-6.86845807207985,0.08
457527,-6.94459296189998,0.08
457528,-7.02757285681263,0.08
457529,-7.23157908019616,0.08
457530,-7.44507588652036,0.08
457531,-7.60922992909601,0.08
457532,-7.78102682246476,0.08
457533,-7.96281829312146,0.08
457534,-8.13301951943851,0.08
457535,-8.16762245960347,0.08
457536,-8.10236396897543,0.08
457537,-8.06826487321625,0.08
457538,-7.98511712970215,0.08
457539,-7.95824101653384,0.08
457540,-7.94135937620707,0.08
457541,-7.92687159336985,0.08
457542,-7.94282930130257,0.08
457543,-7.93367469366142,0.08
457544,-8.00208263089287,0.08
457545,-8.01510080517772,0.08
457546,-7.9576952596378,0.08
457547,-7.9385040481604,0.08
457548,-7.91045211179316,0.08
457549,-7.83385533747489,0.08
457550,-7.74184676462453,0.08
457551,-7.68393714464039,0.08
457552,-7.65218975102657,0.08
457553,-7.5194051034208,0.08
457554,-7.41912374162955,0.08
457555,-7.43004209432152,0.08
457556,-7.35189159940291,0.08
457557,-7.22876562683399,0.08
457558,-7.17287175099663,0.08
457559,-7.18370616208694,0.08
457560,-7.14805340147489,0.08
457561,-7.46269055085729,0.08
457562,-7.73714205041521,0.08
457563,-8.08637372759586,0.08
457564,-2.16685884405652,0.08
457565,-2.36811252462427,0.08
457566,-2.95483332396974,0.08
457567,-3.19328980979857,0.08
457568,-4.54063440560696,0.08
457569,-6.06477863033158,0.08
457570,-5.52107344102079,0.08
457571,-4.50034938904256,0.08
457572,-3.06770775649634,0.08
457573,-2.9388532075025,0.08
457574,-1.34835361076292,0.08
457575,-1.02291058331687,0.08
457576,-2.45174495185988,0.08
507791,-4.466410029934529,0.1
507792,-4.427463641971529,0.1
507793,-4.250884555741036,0.1
507794,-4.201389269155083,0.1
507795,-4.31103982299503,0.1
507796,-4.311606414046289,0.1
507797,-4.602980914449339,0.1
507798,-4.533814326664739,0.1
507799,-4.338192168893248,0.1
507800,-4.471804323135812,0.1
507801,-4.465580551756585,0.1
507802,-4.375840205550062,0.1
507803,-4.388621511256505,0.1
507804,-4.611756072753245,0.1
507805,-4.394147768037372,0.1
507806,-4.448621510664859,0.1
507807,-4.99898116949465,0.1
507808,-4.448860792145157,0.1
507809,-4.319087806163028,0.1
507810,-4.429242530259159,0.1
507811,-4.387259429840074,0.1
507812,-4.471404343994579,0.1
507813,-4.35312707518054,0.1
507814,-4.577648085832597,0.1
507815,-4.494910068158952,0.1
507816,-4.524946543712261,0.1
507817,-4.679119232615466,0.1
507818,-4.610650999656209,0.1
507819,-4.656486566324775,0.1
507820,-4.758131098746083,0.1
507821,-4.811917028327735,0.1
507822,-4.906853988304694,0.1
507823,-4.874655226928866,0.1
507824,-4.985057726880048,0.1
507825,-4.825284610318484,0.1
507826,-4.90207631950872,0.1
507827,-5.002483815253406,0.1
507828,-4.999034158301169,0.1
507829,-4.975983289594893,0.1
507830,-5.002634967630782,0.1
507831,-5.048773819641867,0.1
507832,-5.219844395464209,0.1
507833,-5.069617282174137,0.1
507834,-5.022718998737035,0.1
507835,-5.15302520104976,0.1
507836,-5.08142136086764,0.1
507837,-5.181077020372639,0.1
507838,-5.374724163038634,0.1
507839,-5.301173042998362,0.1
507840,-5.44969999726088,0.1
507841,-5.293277220709433,0.1
507842,-5.420468105139173,0.1
507843,-5.617378813880062,0.1
507844,-5.423493804510721,0.1
507845,-5.509009230261189,0.1
507846,-5.512620575345107,0.1
507847,-5.537155375218538,0.1
507848,-5.51269236449334,0.1
507849,-5.680088648246644,0.1
507850,-5.292514555749529,0.1
507851,-5.48443848796019,0.1
507852,-5.457505575161181,0.1
507853,-5.372746629895747,0.1
507854,-5.375741950770355,0.1
507855,-5.468816326199224,0.1
507856,-5.741349071910867,0.1
507857,-5.610580395043402,0.1
507858,-5.578461606979007,0.1
507859,-5.712915935555695,0.1
507860,-5.804424796879029,0.1
507861,-5.294791494196028,0.1
507862,-5.789462379503886,0.1
507863,-5.880070785719552,0.1
507864,-5.845371902240122,0.1
507865,-5.614153236922284,0.1
507866,-5.934787306291776,0.1
507867,-6.044192078506759,0.1
507868,-6.003510501745146,0.1
507869,-6.028995813346009,0.1
507870,-5.765212592461634,0.1
507871,-6.027503220815383,0.1
507872,-6.155985732169069,0.1
507873,-5.906169351144747,0.1
507874,-6.021811046933879,0.1
507875,-5.9091853151559,0.1
507876,-6.250838667217874,0.1
507877,-5.877349696496018,0.1
507878,-5.896552186371662,0.1
507879,-6.066057233310303,0.1
507880,-6.248357221379107,0.1
507881,-6.121886045960912,0.1
507882,-5.541134137161037,0.1
507883,-5.575921699054837,0.1
507884,-5.452937531675659,0.1
507885,-5.453174604083366,0.1
507886,-5.843987536895334,0.1
507887,-5.504959895708256,0.1
507888,-5.636699151845328,0.1
507889,-5.466833383571399,0.1
507890,-5.357854156314687,0.1
507891,-5.639161368837606,0.1
507892,-5.401738495545604,0.1
507893,-5.681965578340955,0.1
507894,-5.393352274620286,0.1
507895,-5.495607464411179,0.1
507896,-5.42,0.1
507897,-5.46,0.1
507898,-5.38,0.1
507899,-5.26,0.1
507900,-5.39,0.1
507901,-5.45,0.1
507902,-5.4,0.1
507903,-5.4,0.1
507904,-5.44,0.1
507905,-5.47,0.1
507906,-5.74,0.1
507907,-5.66,0.1
507908,-5.58,0.1
507909,-5.63,0.1
507910,-5.56,0.1
507911,-5.74,0.1
507912,-5.68,0.1
507913,-5.87,0.1
507914,-6.05,0.1
507915,-6.29,0.1
507916,-6.16,0.1
507917,-6.27,0.1
507918,-6.27,0.1
507919,-6.04,0.1
507920,-6.15,0.1
507921,-6.07,0.1
507922,-6.02,0.1
507923,-6.05,0.1
507924,-6.06,0.1
507925,-6.07,0.1
507926,-5.98,0.1
507927,-6.21,0.1
507928,-6.08,0.1
507929,-6.35,0.1
507930,-6.18,0.1
507931,-5.96,0.1
507932,-5.91,0.1
507933,-5.93,0.1
507934,-5.66,0.1
507935,-5.5,0.1
507936,-5.2,0.1
507937,-5.07,0.1
507938,-5.22,0.1
507939,-4.92,0.1
507940,-4.76,0.1
507941,-4.88,0.1
507942,-4.83,0.1
507943,-4.72,0.1
507944,-4.6,0.1
507945,-4.78,0.1
507946,-4.69,0.1
507947,-4.68,0.1
507948,-4.65,0.1
507949,-4.46,0.1
507950,-4.61,0.1
507951,-4.64,0.1
507952,-4.6,0.1
507953,-4.64,0.1
507954,-4.62,0.1
507955,-4.48,0.1
507956,-4.43,0.1
507957,-4.62,0.1
507958,-4.63,0.1
507959,-4.63,0.1
507960,-4.56,0.1
507961,-4.56,0.1
507962,-4.51,0.1
507963,-4.6,0.1
507964,-4.61,0.1
507965,-4.58,0.1
507966,-4.5,0.1
507967,-4.41,0.1
507968,-4.5,0.1
507969,-4.5,0.1
507970,-4.48,0.1
507971,-4.48,0.1
507972,-4.46,0.1
507973,-4.45,0.1
507974,-4.36,0.1
507975,-4.4,0.1
507976,-4.24,0.1
507977,-4.49,0.1
507978,-4.35,0.1
507979,-4.42,0.1
507980,-4.4,0.1
507981,-4.48,0.1
507982,-4.39,0.1
507983,-4.46,0.1
507984,-4.36,0.1
507985,-4.31,0.1
507986,-4.35,0.1
507987,-4.32,0.1
507988,-4.29,0.1
507989,-4.29,0.1
507990,-4.3,0.1
507991,-4.35,0.1
507992,-4.38,0.1
507993,-4.36,0.1
507994,-4.31,0.1
507995,-4.3,0.1
507996,-4.24,0.1
507997,-4.25,0.1
507998,-4.2,0.1
507999,-4.2,0.1
508000,-4.21,0.1
508001,-4.11,0.1
508002,-4.21,0.1
508003,-4.11,0.1
508004,-4.15,0.1
508005,-4.05,0.1
508006,-3.94,0.1
508007,-3.88,0.1
508008,-3.93,0.1
508009,-3.87,0.1
508010,-3.91,0.1
508011,-3.93,0.1
508012,-3.92,0.1
508013,-3.91,0.1
508014,-3.93,0.1
508015,-3.89,0.1
508016,-3.93,0.1
508017,-3.98,0.1
508018,-3.95,0.1
508019,-3.93,0.1
508020,-4.05,0.1
508021,-3.95,0.1
508022,-4.07,0.1
508023,-4.13,0.1
508024,-4.15,0.1
508025,-4.25,0.1
508026,-4.23,0.1
508027,-4.19,0.1
508028,-4.31,0.1
508029,-4.25,0.1
508030,-4.33,0.1
508031,-4.08,0.1
508032,-4.35,0.1
508033,-4.14,0.1
508034,-4.22,0.1
508035,-4.17,0.1
508036,-4.08,0.1
508037,-4.12,0.1
508038,-4.14,0.1
508039,-4.14,0.1
508040,-4.12,0.1
508041,-4.06,0.1
508042,-3.99,0.1
508043,-4.05,0.1
508044,-3.97,0.1
508045,-4.01,0.1
508046,-4.02,0.1
508047,-3.75,0.1
508048,-3.81,0.1
508049,-3.77,0.1
508050,-3.81,0.1
508051,-3.87,0.1
508052,-3.69,0.1
508053,-3.79,0.1
508054,-3.63,0.1
508055,-3.7,0.1
508056,-3.75,0.1
508057,-3.87,0.1
508058,-3.73,0.1
508059,-3.7,0.1
508060,-3.68,0.1
508061,-3.56,0.1
508062,-3.74,0.1
508063,-3.7,0.1
508064,-3.81,0.1
508065,-3.6,0.1
508066,-3.81,0.1
508067,-3.59,0.1
508068,-3.64,0.1
508069,-4.07,0.1
508070,-3.72,0.1
508071,-3.69,0.1
508072,-3.7,0.1
508073,-3.83,0.1
508074,-4.05,0.1
508075,-3.99,0.1
508076,-3.84,0.1
508077,-3.95,0.1
508078,-3.97,0.1
508079,-4.22,0.1
508080,-4.14,0.1
508081,-4.23,0.1
508082,-4.1,0.1
508083,-4.18,0.1
508084,-4.14,0.1
508085,-4.09,0.1
508086,-4.04,0.1
508087,-4.15,0.1
508088,-4.11,0.1
508089,-3.97,0.1
508090,-4.06,0.1
508091,-3.94,0.1
508092,-4.19,0.1
508093,-4.04,0.1
508094,-4.22,0.1
508095,-4.06,0.1
508096,-4.08,0.1
508097,-4.29,0.1
508098,-4.36,0.1
508099,-4.42,0.1
508100,-4.39,0.1
508101,-4.31,0.1
508102,-4.33,0.1
508103,-4.37,0.1
508104,-4.45,0.1
508105,-4.47,0.1
508106,-4.36,0.1
508107,-4.33,0.1
508108,-4.21,0.1
508109,-4.46,0.1
508110,-4.46,0.1
508111,-4.52,0.1
508112,-4.24,0.1
508113,-4.37,0.1
508114,-4.44,0.1
508115,-4.42,0.1
508116,-4.52,0.1
508117,-4.58,0.1
508118,-4.29,0.1
508119,-4.29,0.1
508120,-4.16,0.1
508121,-4.27,0.1
508122,-4.14,0.1
508123,-4.33,0.1
508124,-4.22,0.1
508125,-4.3,0.1
508126,-4.23,0.1
508127,-4.21,0.1
508128,-4.15,0.1
508129,-4.16,0.1
508130,-4.11,0.1
508131,-4.12,0.1
508132,-4.1,0.1
508133,-4.15,0.1
508134,-4.11,0.1
508135,-4.11,0.1
508136,-4.13,0.1
508137,-4.12,0.1
508138,-4.12,0.1
508139,-4.14,0.1
508140,-4.2,0.1
508141,-4.0,0.1
508142,-3.96,0.1
508143,-3.99,0.1
508144,-4.0,0.1
508145,-3.93,0.1
508146,-3.86,0.1
508147,-3.94,0.1
508148,-3.87,0.1
508149,-3.93,0.1
508150,-3.85,0.1
508151,-3.9,0.1
508152,-3.98,0.1
508153,-3.95,0.1
508154,-4.07,0.1
508155,-3.91,0.1
508156,-3.9,0.1
508157,-3.95,0.1
508158,-3.91,0.1
508159,-3.8,0.1
508160,-3.88,0.1
508161,-3.9,0.1
508162,-3.86,0.1
508163,-3.91,0.1
508164,-3.87,0.1
508165,-3.84,0.1
508166,-3.83,0.1
508167,-3.82,0.1
508168,-3.84,0.1
508169,-3.88,0.1
508170,-3.74,0.1
508171,-3.78,0.1
508172,-3.8,0.1
508173,-3.84,0.1
508174,-3.79,0.1
508175,-3.78,0.1
508176,-3.8,0.1
508177,-3.78,0.1
508178,-3.71,0.1
508179,-3.73,0.1
508180,-3.81,0.1
508181,-3.8,0.1
508182,-3.66,0.1
508183,-3.81,0.1
508184,-3.78,0.1
508185,-3.77,0.1
508186,-3.77,0.1
508187,-3.64,0.1
508188,-3.73,0.1
508189,-3.63,0.1
508190,-3.76,0.1
508191,-3.69,0.1
508192,-3.71,0.1
508193,-3.76,0.1
508194,-3.84,0.1
508195,-3.72,0.1
508196,-3.65,0.1
508197,-3.7,0.1
508198,-3.69,0.1
508199,-3.66,0.1
508200,-3.71,0.1
508201,-3.81,0.1
508202,-3.73,0.1
508203,-3.79,0.1
508204,-3.79,0.1
508205,-3.78,0.1
508206,-3.78,0.1
508207,-3.81,0.1
508208,-3.88,0.1
508209,-3.49,0.1
508210,-3.78,0.1
508211,-3.78,0.1
508212,-3.85,0.1
508213,-3.89,0.1
508214,-3.85,0.1
508215,-3.9,0.1
508216,-4.01,0.1
508217,-4.04,0.1
508218,-3.95,0.1
508219,-3.93,0.1
508220,-3.87,0.1
508221,-3.83,0.1
508222,-3.92,0.1
508223,-3.86,0.1
508224,-3.91,0.1
508225,-3.78,0.1
508226,-3.87,0.1
508227,-3.88,0.1
508228,-3.93,0.1
508229,-3.9,0.1
508230,-3.87,0.1
508231,-3.82,0.1
508232,-3.9,0.1
508233,-3.85,0.1
508234,-3.88,0.1
508235,-3.88,0.1
508236,-4.05,0.1
508237,-3.89,0.1
508238,-3.94,0.1
508239,-4.02,0.1
508240,-3.97,0.1
508241,-3.92,0.1
508242,-4.06,0.1
508243,-3.91,0.1
508244,-4.0,0.1
508245,-4.01,0.1
508246,-4.02,0.1
508247,-3.98,0.1
508248,-3.94,0.1
508249,-3.98,0.1
508250,-3.9,0.1
508251,-3.88,0.1
508252,-3.95,0.1
508253,-3.92,0.1
508254,-3.97,0.1
508255,-3.88,0.1
508256,-4.03,0.1
508257,-3.85,0.1
508258,-4.12,0.1
508259,-4.04,0.1
508260,-4.2,0.1
508261,-4.0,0.1
508262,-3.924121098509749,0.1
508263,-3.825753362941018,0.1
508264,-3.868020545297939,0.1
508265,-3.860591920401236,0.1
508266,-3.92693893008051,0.1
508267,-3.814225952591374,0.1
508268,-3.880060422802852,0.1
508269,-3.858030286251845,0.1
508270,-3.780667874095926,0.1
508271,-3.734558154521644,0.1
508272,-3.720212977096195,0.1
508273,-3.78271740656147,0.1
508274,-3.871863383491766,0.1
508275,-4.049130236918446,0.1
508276,-3.820117461363594,0.1
508277,-3.942821092686136,0.1
508278,-3.962033526656295,0.1
508279,-3.951530642149129,0.1
508280,-4.294537564058486,0.1
508281,-4.101900188473367,0.1
508282,-4.409812124882805,0.1
508283,-4.812505220583475,0.1
508284,-4.628065544894151,0.1
508285,-5.137323853258588,0.1
508286,-5.056631644655544,0.1
508287,-4.82019046700475,0.1
508288,-5.059961484099308,0.1
508289,-5.030502701153278,0.1
508290,-5.366592538939093,0.1
508291,-5.313822249274247,0.1
508292,-5.382731022092825,0.1
508293,-5.409628616490984,0.1
508294,-5.391440815854898,0.1
508295,-5.372996989783992,0.1
508296,-5.252854877301675,0.1
508297,-5.235435641568205,0.1
508298,-5.192399693006227,0.1
508299,-5.219553312839205,0.1
508300,-4.952115956639751,0.1
508301,-5.024867022376613,0.1
508302,-4.902163232748268,0.1
508303,-5.000531011313637,0.1
508304,-4.921632446548803,0.1
508305,-5.041774113429599,0.1
508306,-5.207001175344641,0.1
508307,-5.17421210735333,0.1
508308,-5.280777097216337,0.1
508309,-5.337645791227561,0.1
508310,-5.305881313573685,0.1
508311,-5.269249421069294,0.1
508312,-5.253367358137693,0.1
508313,-5.186251337954282,0.1
508314,-5.312285498621185,0.1
508315,-5.211099528876811,0.1
508316,-4.629858539874006,0.1
508317,-3.780411852569892,0.1
508318,-4.433379094171364,0.1
508319,-4.50869236864905,0.1
508320,-4.153646431121931,0.1
508321,-2.940699326564526,0.1
508322,-2.67582344620866,0.1
