dating_id,entity_id,date_type,depth_dating,dating_thickness,lab_num,material_dated,min_weight,max_weight,uncorr_age,uncorr_age_uncert_pos,uncorr_age_uncert_neg,14C_correction,calib_used,date_used,238U_content,238U_uncertainty,232Th_content,232Th_uncertainty,230Th_content,230Th_uncertainty,230Th_232Th_ratio,230Th_232Th_ratio_uncertainty,230Th_238U_activity,230Th_238U_activity_uncertainty,234U_238U_activity,234U_238U_activity_uncertainty,ini_230Th_232Th_ratio,ini_230Th_232Th_ratio_uncertainty,decay_constant,corr_age,corr_age_uncert_pos,corr_age_uncert_neg,date_used_lin_interp,date_used_lin_reg,date_used_Bchron,date_used_Bacon,date_used_OxCal,date_used_copRa,date_used_StalAge
14159,809,ICP-MS U/Th Other,40.0,5.0,GAL4,calcite,100.0,500.0,1111.10222829264,28.0485995713717,28.0485995713717,,,unknown,162.455074635828,0.429271723062645,34.0982898627197,2.19759551080878,,,162.285400375702,11.1868766543885,0.0111455963979565,0.000274175975165342,1.09380984541018,0.00400964064727028,0.816,0.408,Cheng et al. 2013,1051.10222829264,28.0485995713717,28.0485995713717,,,,,no,,
14160,809,ICP-MS U/Th Other,50.0,5.0,GAL5,calcite,100.0,500.0,1229.86078621085,25.9919152964343,25.9919152964343,,,unknown,163.457085364625,0.630901552669352,21.4784850442173,1.86228733802612,,,286.606308731506,25.4874460525095,0.0123228222966094,0.000248127139680436,1.09551332048801,0.00619361858439205,0.816,0.408,Cheng et al. 2013,1169.86078621085,25.9919152964343,25.9919152964343,,,,,no,,
14161,809,ICP-MS U/Th Other,60.0,5.0,Gal-6,calcite,100.0,500.0,1215.34830103908,34.1937794318893,34.1937794318893,,,unknown,201.678170694219,0.75382482878761,176.607800900489,2.29859978019288,,,43.265726427198,1.22733686847106,0.0123970837187668,0.00031589048979177,1.09749953859757,0.00478613571490021,0.816,0.408,Cheng et al. 2013,1155.34830103908,34.1937794318893,34.1937794318893,,,,,no,,
14162,809,ICP-MS U/Th Other,70.0,5.0,GAL7,calcite,100.0,500.0,1248.44890173308,31.8356472234581,31.8356472234581,,,unknown,172.557561051982,0.719384100320021,24.0357096834629,2.25385769088099,,,271.602266688496,26.2910395136065,0.0123788668297947,0.00030183520568661,1.08405021960556,0.00707612088465062,0.816,0.408,Cheng et al. 2013,1188.44890173308,31.8356472234581,31.8356472234581,,,,,no,,
14163,809,ICP-MS U/Th Other,80.0,5.0,GAL 8,calcite,100.0,500.0,1553.74363464394,35.0757060576879,35.0757060576879,,,unknown,163.098727847754,0.614406857204541,98.0493415090519,1.88790148336514,,,79.661336938928,2.25732969794581,0.0156699006646059,0.000331080889514313,1.0962108794454,0.00504863872981176,0.816,0.408,Cheng et al. 2013,1493.74363464394,35.0757060576879,35.0757060576879,,,,,no,,
14164,809,ICP-MS U/Th Other,100.0,5.0,GAL10,calcite,100.0,500.0,1681.01600164061,37.8578090098282,37.8578090098282,,,unknown,146.373607092035,0.328354105455756,46.3546541946852,1.90744965441591,,,162.622153166212,7.57520769371572,0.0168513547792009,0.000369824067516997,1.09590291645754,0.00290244181485985,0.816,0.408,Cheng et al. 2013,1621.01600164061,37.8578090098282,37.8578090098282,,,,,no,,
14165,809,ICP-MS U/Th Other,110.0,5.0,GAL11,calcite,100.0,500.0,1758.64022800016,38.6533618848868,38.6533618848868,,,unknown,120.824088549865,0.441372057652158,27.4384278722644,1.90295911980053,,,238.63625887005,17.263851360539,0.0177323654529533,0.00037069482613071,1.10440483329818,0.00630887842251032,0.816,0.408,Cheng et al. 2013,1698.64022800016,38.6533618848868,38.6533618848868,,,,,no,,
14166,809,ICP-MS U/Th Other,120.0,5.0,GAL 12,calcite,100.0,500.0,1774.25518912461,48.7248584596114,48.7248584596114,,,unknown,135.707490751623,0.470453725351285,201.027293334945,2.33893574137783,,,37.2905314565578,0.985682487522944,0.0180748342158721,0.000433541192943862,1.0955968970143,0.00499496499956327,0.816,0.408,Cheng et al. 2013,1714.25518912461,48.7248584596114,48.7248584596114,,,,,no,,
14167,809,ICP-MS U/Th Other,150.0,5.0,Gal-15,calcite,100.0,500.0,1971.07383261875,49.7340874181666,49.7340874181666,,,unknown,116.443698471199,0.500067886247196,31.2062713069077,1.90723397336277,,,224.798375885136,14.7595010391722,0.0197125860896063,0.000480414710179497,1.09625054414661,0.00538180747053426,0.816,0.408,Cheng et al. 2013,1911.07383261875,49.7340874181666,49.7340874181666,,,,,no,,
14168,809,ICP-MS U/Th Other,175.0,5.0,GAL 17.5,calcite,100.0,500.0,2383.02497380532,52.9125384390216,52.9125384390216,,,unknown,153.052797236315,0.592678972828272,119.462245899405,2.64379131302023,,,93.6439708578372,2.79905205479629,0.0239162877464067,0.000489353857750417,1.09663727557022,0.00678257601862143,0.816,0.408,Cheng et al. 2013,2323.02497380532,52.9125384390216,52.9125384390216,,,,,no,,
